"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"1/15/2013","Amazon","AMAZON SERVICES-KIND866-321-885I5TJYSF638Z DIRECT MKTG INTERNET 320130150034033092","10.94","credit","Shopping","Hilton HHonors Card","",""
"1/14/2013","Autopay Thank You","AUTOPAY PAYMENT - THANK YOU 320130140022124267","2871.29","credit","Credit Card Payment","Hilton HHonors Card","",""
"1/14/2013","Amazon","AMAZON SERVICES-KIND866-321-885NRH8UET6M5X DIGITAL 320130140022124268","10.94","debit","Shopping","Hilton HHonors Card","",""
"1/14/2013","Amazon","AMAZON SERVICES-KIND866-321-885J2N23I3KKDO DIGITAL 320130140022124269","10.94","debit","Shopping","Hilton HHonors Card","",""
"1/14/2013","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIVLANQ1QIVOQ MERCHANDISE 320130140022124271","115.57","debit","Shopping","Hilton HHonors Card","",""
"1/14/2013","Amazon","AMAZON SERVICES-KIND866-321-885I5TPOJYHVJP DIGITAL 320130140022124270","10.94","debit","Shopping","Hilton HHonors Card","",""
"1/14/2013","Amazon","AMAZON SERVICES-KIND866-321-885SSEH006U7QS DIGITAL 320130140022124273","8.51","debit","Shopping","Hilton HHonors Card","",""
"1/14/2013","Amazon","AMAZON SERVICES-KIND866-321-885HN8X7MYMKCZ DIGITAL 320130140022124272","8.09","debit","Shopping","Hilton HHonors Card","",""
"1/13/2013","Zipcar","ZIPCAR.INC ZIPCAR   CAMBRIDGEP7EA3E2D2   AUTOMOBILE ASSOC 320130130010611286","4.09","debit","Rental Car & Taxi","Hilton HHonors Card","",""
"1/13/2013","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIVLANVBVVKC2 MERCHANDISE 320130130020885214","19.70","debit","Shopping","Hilton HHonors Card","",""
"1/12/2013","Safeway","SAFEWAY STORE     27Menlo ParkGROCERY STORE 320130120498137903","149.66","debit","Groceries","Hilton HHonors Card","",""
"1/12/2013","Chipotle","CHIPOTLE 1265 0094  PALO ALTO0000010638  650-462-9154 320130120498137904","1.36","debit","Fast Food","Hilton HHonors Card","",""
"1/12/2013","Starbucks","Starbucks #17211 StaStanfordA5TZPI      FAST FOOD RESTAURANT 320130120498137902","5.30","debit","Coffee Shops","Hilton HHonors Card","",""
"1/10/2013","Safeway","SAFEWAY  STORE  3472BELLEVUEGROCERY STORE 320130100471711545","32.07","debit","Groceries","Hilton HHonors Card","",""
"1/10/2013","Zipcar","ZIPCAR.INC ZIPCAR   CAMBRIDGEP7E859D48   AUTOMOBILE ASSOC 320130100471711546","12.22","debit","Rental Car & Taxi","Hilton HHonors Card","",""
"1/09/2013","Safeway","SAFEWAY  STORE  0464REDMONDGROCERY STORE 320130090459019939","5.15","debit","Groceries","Hilton HHonors Card","",""
"1/09/2013","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIJDICCDP8F6E MERCHANDISE 320130090459019940","9.96","debit","Shopping","Hilton HHonors Card","",""
"1/08/2013","Safeway","SAFEWAY  STORE  3472BELLEVUEGROCERY STORE 320130080445716932","14.54","debit","Groceries","Hilton HHonors Card","",""
"1/07/2013","Amazon","AMAZON.COM          AMZN.COM/BIEQAMW10BZ7I MERCHANDISE 320130070434315731","18.51","debit","Shopping","Hilton HHonors Card","",""
"1/06/2013","Amazon","AMAZON SERVICES-KIND866-321-885SG4PA7E4G3F DIGITAL 320130060422866298","1.08","debit","Shopping","Hilton HHonors Card","",""
"1/06/2013","Sushi House","SUSHI HOUSE 00000016PALO ALTO999000060   6503213453 320130060422866295","40.00","debit","Restaurants","Hilton HHonors Card","",""
"1/06/2013","Zipcar","ZIPCAR.INC ZIPCAR   CAMBRIDGEQ7EB8393F   AUTOMOBILE ASSOC 320130060422866297","20.65","debit","Rental Car & Taxi","Hilton HHonors Card","",""
"1/06/2013","Jack in the Box","JACK IN THE BOX 455 PALO ALTO07400032    800-955-5225 320130060422866296","4.44","debit","Fast Food","Hilton HHonors Card","",""
"1/05/2013","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BILB0QSW2H60Q MERCHANDISE 320130050409430506","64.18","debit","Shopping","Hilton HHonors Card","",""
"1/05/2013","Amazon","AMAZON.COM          AMZN.COM/BILB07IDWL0YS MERCHANDISE 320130050409430505","3.64","debit","Shopping","Hilton HHonors Card","",""
"1/05/2013","Noah's Bagels","NOAH'S BAGELS #2179 NOVATO0000030184  FAST FOOD RESTAURANT 320130050409430504","13.69","debit","Fast Food","Hilton HHonors Card","",""
"1/05/2013","Safeway","SAFEWAY  STORE  3472BELLEVUEGROCERY STORE 320130050409430503","23.04","debit","Groceries","Hilton HHonors Card","",""
"1/04/2013","QFC","QFC #5805 000005805 8002016261999999930038002016261 320130040395635944","63.00","debit","Groceries","Hilton HHonors Card","",""
"1/04/2013","Safeway","SAFEWAY  STORE  0464REDMONDGROCERY STORE 320130040395635943","1.30","debit","Groceries","Hilton HHonors Card","",""
"1/04/2013","Amazon","AMAZON SERVICES-KIND866-321-885LBO8AX05RJ0 DIGITAL 320130040395635946","24.93","debit","Shopping","Hilton HHonors Card","",""
"1/04/2013","Amazon","AMAZON SERVICES-KIND866-321-885TCVZ79BB0UY DIGITAL 320130040395635945","29.36","debit","Shopping","Hilton HHonors Card","",""
"1/02/2013","Dri Telestream Www","DRI*TELESTREAM 0000 WWW.ESLR8.C0000016QVT8 COMPUTER STORE 320130020372097120","29.00","debit","Uncategorized","Hilton HHonors Card","",""
"1/02/2013","Shell","SHELL OIL 5744422000WINDSOR0951780     AUTO FUEL DISPENSER 320130020372097119","10.79","debit","Gas & Fuel","Hilton HHonors Card","",""
"1/02/2013","Comcast","COMCAST CABLE COMM  800-COMCAST84983300801 CABLE SVS 320130020372097118","128.68","debit","Television","Hilton HHonors Card","",""
"1/01/2013","Safeway","SAFEWAY  STORE  3472BELLEVUEGROCERY STORE 320130010358269774","90.95","debit","Groceries","Hilton HHonors Card","",""
"1/01/2013","Safeway","SAFEWAY  STORE  3472BELLEVUEGROCERY STORE 320130010358269773","43.65","debit","Groceries","Hilton HHonors Card","",""
"1/01/2013","RadioShack","RADIOSHACK    132787NOVATO000964901   000-0000000 320130010358269775","12.46","debit","Electronics & Software","Hilton HHonors Card","",""
"12/31/2012","Safeway","SAFEWAY  STORE  0464REDMONDGROCERY STORE 320123660346734812","33.71","debit","Groceries","Hilton HHonors Card","",""
"12/29/2012","Mark H Cohn","MARK H COHN OD PS 16BELLEVUE547000006 0 4257469916 320123640322090043","49.00","debit","Uncategorized","Hilton HHonors Card","",""
"12/29/2012","Hudson News","HUDSON NEWS SEA TAC SEATTLE574696      BOOK STORE 320123640322090042","34.34","debit","Newspapers & Magazines","Hilton HHonors Card","",""
"12/29/2012","Shell","SHELL OIL 5744402990SEATAC0501585     AUTO FUEL DISPENSER 320123640322090041","3.70","debit","Gas & Fuel","Hilton HHonors Card","",""
"12/28/2012","California Pizza Kitchen","CALIFORNIA PIZZA 101BELLEVUE506402      RESTAURANT 320123630308242931","10.00","debit","Restaurants","Hilton HHonors Card","",""
"12/28/2012","Union 76","UNION 76 10098648   KIRKLAND172439      UNION 76 320123630308242932","7.01","debit","Gas & Fuel","Hilton HHonors Card","",""
"12/28/2012","Railscasts Jn Y","RAILSCASTS          541-2264551jn453y      5412264551 320123630308242933","9.00","debit","Uncategorized","Hilton HHonors Card","",""
"12/28/2012","Wal-Mart","WAL-MART STORE#5939 BELLEVUE S11297874    DISCOUNT STORE 320123630308242934","9.82","debit","Shopping","Hilton HHonors Card","",""
"12/28/2012","Beverages & More","BEVERAGES & MORE #14BELLEVUE0110389     111-111-1111 320123630308242935","103.47","debit","Alcohol & Bars","Hilton HHonors Card","",""
"12/27/2012","Burger King","BURGER KING 4273 003BELLEVUE0000040222  425-746-0336 320123620295575871","4.37","debit","Fast Food","Hilton HHonors Card","",""
"12/27/2012","7-Eleven","7-ELEVEN 17277 00071BELLEVUE810011227 7 425-747-8031 320123620295575872","1.30","debit","Fast Food","Hilton HHonors Card","",""
"12/25/2012","McDonald's","MCDONALD'S F10651 00BELLEVUE000106842   2146410464 320123600276195885","6.89","debit","Fast Food","Hilton HHonors Card","",""
"12/25/2012","Chipotle","CHIPOTLE 0469 0089  BELLEVUE0000010195  425-467-0660 320123600276195886","38.21","debit","Fast Food","Hilton HHonors Card","",""
"12/25/2012","Safeway","SAFEWAY  STORE  0464REDMONDGROCERY STORE 320123600276195884","12.03","debit","Groceries","Hilton HHonors Card","",""
"12/24/2012","Safeway","SAFEWAY  STORE  3472BELLEVUEGROCERY STORE 320123590262437620","105.90","debit","Groceries","Hilton HHonors Card","",""
"12/24/2012","Safeway","SAFEWAY  STORE  3472BELLEVUEGROCERY STORE 320123590262437619","108.78","debit","Groceries","Hilton HHonors Card","",""
"12/24/2012","7-Eleven","7-ELEVEN 17355 00071BELLEVUE550141224 7 425-746-7564 320123590262437621","1.41","debit","Fast Food","Hilton HHonors Card","",""
"12/23/2012","Safeway","SAFEWAY  STORE  0464REDMONDGROCERY STORE 320123580247784599","0.89","debit","Groceries","Hilton HHonors Card","",""
"12/23/2012","Target","TARGET T0339 0339   BELLEVUE00791508    DISCOUNT STORE 320123580247784601","132.36","debit","Shopping","Hilton HHonors Card","",""
"12/23/2012","Nordstrom","NORDSTROM 14 0014   BELLEVUE05637431    DEPARTMENT STORE 320123580247784600","87.57","debit","Clothing","Hilton HHonors Card","",""
"12/23/2012","DSW Designer Shoe Warehouse","DSW INC 9315        BELLEVUE00093150005 SHOE STORE 320123580247784602","4.33","debit","Clothing","Hilton HHonors Card","",""
"12/22/2012","Macy's","MACY'S #368 BELLEVUEBELLEVUE36801151290 MACY'S 320123570231988342","14.22","debit","Clothing","Hilton HHonors Card","",""
"12/22/2012","Jack in the Box","JACK IN THE BOX #841BELLEVUE43300192    425-454-9387 320123570231988345","2.74","debit","Fast Food","Hilton HHonors Card","",""
"12/22/2012","Apple","APPLE STORE 3       BELLEVUER0034651411 COMPUTER STORE 320123570231988343","141.26","debit","Electronics & Software","Hilton HHonors Card","",""
"12/22/2012","Chipotle","CHIPOTLE 0469 0089  BELLEVUE0000010298  425-467-0660 320123570231988344","16.43","debit","Fast Food","Hilton HHonors Card","",""
"12/21/2012","RadioShack","RADIOSHACK    140806BELLEVUE000598294   000-0000000 320123560214921133","3.27","debit","Electronics & Software","Hilton HHonors Card","",""
"12/21/2012","Safeway","SAFEWAY  STORE  3540DES MOINESGROCERY STORE 320123560214921132","62.18","debit","Groceries","Hilton HHonors Card","",""
"12/21/2012","Safeway","SAFEWAY  STORE  0464REDMONDGROCERY STORE 320123560214921131","3.56","debit","Groceries","Hilton HHonors Card","",""
"12/21/2012","St Madeline Sophie","ST. MADELINE SOPHIE BELLEVUE85309602356 425-747-6770 320123560230556021","60.00","debit","Restaurants","Hilton HHonors Card","",""
"12/19/2012","Albertsons","#00444 ALBERTSONS 00BELLEVUE000020320   4256412783 320123540181810856","9.66","debit","Groceries","Hilton HHonors Card","",""
"12/19/2012","Chipotle","CHIPOTLE 1643 0095  NOVATO0000010137  303-595-4000 320123540181810857","23.54","debit","Fast Food","Hilton HHonors Card","",""
"12/17/2012","Safeway","SAFEWAY  STORE  0979NOVATOGROCERY STORE 320123520151563735","10.39","debit","Groceries","Hilton HHonors Card","",""
"12/17/2012","Ike Place Palo","IKE'S PLACE         PALO ALTO84223692351 415-298-1081 320123520151563736","15.67","debit","Uncategorized","Hilton HHonors Card","",""
"12/17/2012","Safeway","SAFEWAY  STORE  3472BELLEVUEGROCERY STORE 320123520151563734","73.89","debit","Groceries","Hilton HHonors Card","",""
"12/16/2012","Jamba Juice","JAMBA JUICE #61 0000STANFORD42840823    5105960100 320123510137553174","8.89","debit","Food & Dining","Hilton HHonors Card","",""
"12/15/2012","Safeway","SAFEWAY  STORE  3472BELLEVUEGROCERY STORE 320123500122579387","31.44","debit","Groceries","Hilton HHonors Card","",""
"12/14/2012","Autopay Thank You","AUTOPAY PAYMENT - THANK YOU 320123490121462491","2559.89","credit","Credit Card Payment","Hilton HHonors Card","",""
"12/14/2012","Safeway","SAFEWAY STORE     27Menlo ParkGROCERY STORE 320123490107028830","17.74","debit","Groceries","Hilton HHonors Card","",""
"12/14/2012","Zipcar","ZIPCAR.INC ZIPCAR   CAMBRIDGEL7F53BF7C   AUTOMOBILE ASSOC 320123490107028831","8.67","debit","Rental Car & Taxi","Hilton HHonors Card","",""
"12/12/2012","Albertsons","#00469 ALBERTSONS 00LYNNWOOD000052664   4253473060 320123470076133561","18.60","debit","Groceries","Hilton HHonors Card","",""
"12/12/2012","Albertsons","#00469 ALBERTSONS 00LYNNWOOD000052668   4253473060 320123470076133562","100.00","debit","Groceries","Hilton HHonors Card","",""
"12/12/2012","Starbucks","Starbucks #17211 StaStanfordAI5BQY      FAST FOOD RESTAURANT 320123470076133563","3.35","debit","Coffee Shops","Hilton HHonors Card","",""
"12/12/2012","USPS","USPS 055805019710681STANFORD000687412   800-2758777 320123470076133564","1.10","debit","Shipping","Hilton HHonors Card","",""
"12/11/2012","Chipotle","CHIPOTLE 1265 0094  PALO ALTO0000010370  650-462-9154 320123460060211376","16.26","debit","Fast Food","Hilton HHonors Card","",""
"12/11/2012","Zipcar","ZIPCAR.INC ZIPCAR   CAMBRIDGESA152C131   AUTOMOBILE ASSOC 320123460060211375","8.67","debit","Rental Car & Taxi","Hilton HHonors Card","",""
"12/10/2012","Safeway","SAFEWAY  STORE  3472BELLEVUEGROCERY STORE 320123450046971588","65.32","debit","Groceries","Hilton HHonors Card","",""
"12/10/2012","Rite Aid","RITE AID 5178 RITE ABELLEVUE092834551   DRUG STORE/PHARMACY 320123450046971589","24.31","debit","Pharmacy","Hilton HHonors Card","",""
"12/10/2012","Safeway","SAFEWAY  STORE  0464REDMONDGROCERY STORE 320123450046971587","4.32","debit","Groceries","Hilton HHonors Card","",""
"12/09/2012","Fred Meyer","FRED-MEYER #0023 0008008589202999999923438008589202 320123440033823927","47.98","debit","Groceries","Hilton HHonors Card","",""
"12/09/2012","Fred Meyer","FRED-MEYER #0023 0008008589202999999923438008589202 320123440033823928","129.00","debit","Groceries","Hilton HHonors Card","",""
"12/09/2012","Bartell Drug","20 BARTELL DRUGS 000BELLEVUE000019524   4256447507 320123440033823929","86.85","debit","Groceries","Hilton HHonors Card","",""
"12/08/2012","Safeway","SAFEWAY STORE     27Menlo ParkGROCERY STORE 320123430019410145","129.23","debit","Groceries","Hilton HHonors Card","",""
"12/08/2012","Zipcar","ZIPCAR.INC ZIPCAR   CAMBRIDGETA2F73289   AUTOMOBILE ASSOC 320123430019410144","13.01","debit","Rental Car & Taxi","Hilton HHonors Card","",""
"12/06/2012","Starbucks","Starbucks #17211 StaStanfordBXUMMI      FAST FOOD RESTAURANT 320123410489509194","3.35","debit","Coffee Shops","Hilton HHonors Card","",""
"12/05/2012","QFC","QFC #5809 000005809 KIRKLAND99999992339 8002016261 320123400474794460","15.18","debit","Groceries","Hilton HHonors Card","",""
"12/05/2012","Albertsons","#00469 ALBERTSONS 00LYNNWOOD000015237   4253473060 320123400474794461","48.53","debit","Groceries","Hilton HHonors Card","",""
"12/05/2012","Zipcar","ZIPCAR.INC ZIPCAR   CAMBRIDGEQ7D591670   AUTOMOBILE ASSOC 320123400474794462","4.33","debit","Rental Car & Taxi","Hilton HHonors Card","",""
"12/05/2012","Safeway","SAFEWAY  STORE  0490BELLEVUEGROCERY STORE 320123400474794458","12.00","debit","Groceries","Hilton HHonors Card","",""
"12/05/2012","Safeway","SAFEWAY  STORE  3523LYNNWOODGROCERY STORE 320123400474794459","100.00","debit","Groceries","Hilton HHonors Card","",""
"12/04/2012","Chipotle","CHIPOTLE 1265 0094  PALO ALTO0000010647  650-462-9154 320123390459812589","16.26","debit","Fast Food","Hilton HHonors Card","",""
"12/03/2012","Safeway","SAFEWAY  STORE  3472BELLEVUEGROCERY STORE 320123380446035531","100.00","debit","Groceries","Hilton HHonors Card","",""
"12/03/2012","Safeway","SAFEWAY  STORE  3472BELLEVUEGROCERY STORE 320123380446035532","100.00","debit","Groceries","Hilton HHonors Card","",""
"12/02/2012","Zipcar","ZIPCAR.INC ZIPCAR   CAMBRIDGETA2A52FE5   AUTOMOBILE ASSOC 320123370431955289","17.34","debit","Rental Car & Taxi","Hilton HHonors Card","",""
"12/02/2012","Comcast","COMCAST CABLE COMM  800-COMCAST84983300801 CABLE SVS 320123370431955288","128.68","debit","Television","Hilton HHonors Card","",""
"12/02/2012","Zipcar","ZIPCAR.INC ZIPCAR   CAMBRIDGEXA2DC1796   AUTOMOBILE ASSOC 320123370431955290","4.34","debit","Rental Car & Taxi","Hilton HHonors Card","",""
"12/01/2012","Zipcar","ZIPCAR.INC ZIPCAR   CAMBRIDGER7D464CA4   AUTOMOBILE ASSOC 320123360417034866","5.11","debit","Rental Car & Taxi","Hilton HHonors Card","",""
"12/01/2012","Jack in the Box","JACK IN THE BOX 455 PALO ALTO07800409    800-955-5225 320123360417034865","8.19","debit","Fast Food","Hilton HHonors Card","",""
"12/01/2012","Jamba Juice","JAMBA JUICE #61 0000STANFORD83763914    5105960100 320123360417034867","5.69","debit","Food & Dining","Hilton HHonors Card","",""
"12/01/2012","Bartell Drug","20 BARTELL DRUGS 000BELLEVUE000099585   4256447507 320123360417034862","227.94","debit","Groceries","Hilton HHonors Card","",""
"12/01/2012","Safeway","SAFEWAY  STORE  3472BELLEVUEGROCERY STORE 320123360417034861","43.23","debit","Groceries","Hilton HHonors Card","",""
"12/01/2012","Jack in the Box","JACK IN THE BOX 455 PALO ALTO07800040    800-955-5225 320123360417034864","6.05","debit","Fast Food","Hilton HHonors Card","",""
"12/01/2012","Safeway","SAFEWAY STORE     27Menlo ParkGROCERY STORE 320123360417034863","128.95","debit","Groceries","Hilton HHonors Card","",""
"11/30/2012","Safeway","SAFEWAY STORE     27Menlo ParkGROCERY STORE 320123350402079410","20.42","debit","Groceries","Hilton HHonors Card","",""
"11/30/2012","Safeway","SAFEWAY STORE     27Menlo ParkGROCERY STORE 320123350402079409","100.00","debit","Groceries","Hilton HHonors Card","",""
"11/30/2012","Safeway","SAFEWAY  STORE  3472BELLEVUEGROCERY STORE 320123350402079407","43.88","debit","Groceries","Hilton HHonors Card","",""
"11/30/2012","Amazon","AMAZON SERVICES-KIND866-321-885E2JEQ9BXH6D DIGITAL 320123350402079408","10.94","debit","Shopping","Hilton HHonors Card","",""
"11/29/2012","Fred Meyer","FRED MEYER #0688 000LYNNWOOD99999992333 8008589202 320123340387759700","4.95","debit","Groceries","Hilton HHonors Card","",""
"11/29/2012","Amazon","AMAZON.COM          AMZN.COM/BIXZ719L8UD78 MERCHANDISE 320123340387759701","264.05","debit","Shopping","Hilton HHonors Card","",""
"11/28/2012","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIPS354720ALS MERCHANDISE 320123330373424207","50.44","debit","Shopping","Hilton HHonors Card","",""
"11/28/2012","Safeway","SAFEWAY  STORE  3472BELLEVUEGROCERY STORE 320123330373424206","100.00","debit","Groceries","Hilton HHonors Card","",""
"11/28/2012","Safeway","SAFEWAY  STORE  3472BELLEVUEGROCERY STORE 320123330373424205","100.00","debit","Groceries","Hilton HHonors Card","",""
"11/28/2012","Amazon","AMAZON.COM          AMZN.COM/BIPS3F5KQFG8I MERCHANDISE 320123330386566276","10.94","debit","Shopping","Hilton HHonors Card","",""
"11/28/2012","Amazon","AMAZON.COM          AMZN.COM/BIPS3K60JXQBX MERCHANDISE 320123330373424209","10.94","debit","Shopping","Hilton HHonors Card","",""
"11/28/2012","USPS","USPS 055805019710681STANFORD023687059   800-2758777 320123330373424208","0.45","debit","Shipping","Hilton HHonors Card","",""
"11/28/2012","Railscasts Gpxyvt","RAILSCASTS          541-2264551gpxyvt      5412264551 320123330373424210","9.00","debit","Uncategorized","Hilton HHonors Card","",""
"11/27/2012","Amazon","AMAZON.COM          AMZN.COM/BIPS38LEMOSK9 MERCHANDISE 320123320358721940","10.94","debit","Shopping","Hilton HHonors Card","",""
"11/27/2012","Amazon","AMAZON.COM          AMZN.COM/BIBQAGUPD3KP4 MERCHANDISE 320123320358721939","4.32","debit","Shopping","Hilton HHonors Card","",""
"11/26/2012","Bellevue University Bellevueshop","BELLEVUE UNIVERSITY BELLEVUEShop Small Offer 320123310344794982","25.00","credit","Credit Card Payment","Hilton HHonors Card","",""
"11/25/2012","Amazon","AMAZON SERVICES-KIND866-321-885XYEVK6YGRPV DIGITAL 320123300331997995","19.71","debit","Shopping","Hilton HHonors Card","",""
"11/25/2012","Papa Murphy's","PAPA MURPHY'S CA085 NAVATO000048399   RESTAURANT 320123300331997997","13.00","debit","Restaurants","Hilton HHonors Card","",""
"11/25/2012","Shell","SHELL OIL 5744399700BELLEVUE0372417     GAS STATION 320123300331997993","30.00","debit","Gas & Fuel","Hilton HHonors Card","",""
"11/25/2012","GoDaddy.com","GODADDY.COM         (480)505-88484702060  (480)505-8855 320123300331997996","87.02","debit","Business Services","Hilton HHonors Card","",""
"11/25/2012","U Book Bellevu","U BOOK STORE-BELLEVUBELLEVUE15300088    206-634-3400 320123300331997994","33.81","debit","Books","Hilton HHonors Card","",""
"11/24/2012","Amazon","AMAZON.COM          AMZN.COM/BIDZXXP9GT979 MERCHANDISE 320123290318281006","15.40","debit","Shopping","Hilton HHonors Card","",""
"11/23/2012","Safeway","SAFEWAY  STORE  3472BELLEVUEGROCERY STORE 320123280310530240","39.94","debit","Groceries","Hilton HHonors Card","",""
"11/23/2012","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIK2CEN5EBQB4 MERCHANDISE 320123280310530241","6.69","debit","Shopping","Hilton HHonors Card","",""
"11/22/2012","Amazon","AMAZON SERVICES-KIND866-321-885NPLD5HOQUO8 DIGITAL 320123270296518265","11.71","debit","Shopping","Hilton HHonors Card","",""
"11/22/2012","CVS","CVS #9947 09947     NOVATO00048991    DRUG STORE/PHARMACY 320123270296518264","14.68","debit","Pharmacy","Hilton HHonors Card","",""
"11/21/2012","St Madeline Sophie","ST. MADELINE SOPHIE BELLEVUE85309602326 425-747-6770 320123260294989918","60.00","debit","Restaurants","Hilton HHonors Card","",""
"11/19/2012","Jack in the Box","JACK IN THE BOX 455 PALO ALTO07600084    800-955-5225 320123240253103056","10.90","debit","Fast Food","Hilton HHonors Card","",""
"11/19/2012","Safeway","SAFEWAY  STORE  3472BELLEVUEGROCERY STORE 320123240253103055","43.47","debit","Groceries","Hilton HHonors Card","",""
"11/19/2012","Starbucks","Starbucks #17211 StaStanfordACHHJI      FAST FOOD RESTAURANT 320123240264411944","3.35","debit","Coffee Shops","Hilton HHonors Card","",""
"11/19/2012","CVS","CVS #3935 03935     PALO ALTO00131083    DRUG STORE/PHARMACY 320123240253103057","13.58","debit","Pharmacy","Hilton HHonors Card","",""
"11/17/2012","Safeway","SAFEWAY  STORE  3472BELLEVUEGROCERY STORE 320123220227494005","5.73","debit","Groceries","Hilton HHonors Card","",""
"11/17/2012","Trader Joe's","TRADER JOE'S #207  QPALO ALTO0307138     626-599-3700 320123220227494008","7.80","debit","Groceries","Hilton HHonors Card","",""
"11/17/2012","CVS","CVS #3935 03935     PALO ALTO00027095    DRUG STORE/PHARMACY 320123220227494006","16.50","debit","Pharmacy","Hilton HHonors Card","",""
"11/17/2012","Fred Meyer","FRED-MEYER #0023 000BELLEVUE99999992321 8008589202 320123220227494004","1.26","debit","Groceries","Hilton HHonors Card","",""
"11/17/2012","Safeway","SAFEWAY  STORE  3472BELLEVUEGROCERY STORE 320123220227494003","159.00","debit","Groceries","Hilton HHonors Card","",""
"11/17/2012","Chipotle","CHIPOTLE 1265 0094  PALO ALTO0000010207  650-462-9154 320123220227494007","16.26","debit","Fast Food","Hilton HHonors Card","",""
"11/16/2012","GoDaddy.com","GODADDY.COM         (480)505-88477300677  (480)505-8855 320123210212839214","28.34","debit","Business Services","Hilton HHonors Card","",""
"11/16/2012","Safeway","SAFEWAY  STORE  3472BELLEVUEGROCERY STORE 320123210212839213","150.00","debit","Groceries","Hilton HHonors Card","",""
"11/13/2012","Starbucks","Starbucks #17211 StaStanfordABNRSA      FAST FOOD RESTAURANT 320123180172129513","5.30","debit","Coffee Shops","Hilton HHonors Card","",""
"11/13/2012","Autopay Thank You","AUTOPAY PAYMENT - THANK YOU 320123180172129511","1798.79","credit","Credit Card Payment","Hilton HHonors Card","",""
"11/13/2012","Zipcar","ZIPCAR.INC ZIPCAR   CAMBRIDGEL7DFC171C   AUTOMOBILE ASSOC 320123180172129514","35.00","debit","Rental Car & Taxi","Hilton HHonors Card","",""
"11/13/2012","Safeway","SAFEWAY  STORE  3472BELLEVUEGROCERY STORE 320123180172129512","83.42","debit","Groceries","Hilton HHonors Card","",""
"11/12/2012","Safeway","SAFEWAY  STORE  0464REDMONDGROCERY STORE 320123170159483364","9.60","debit","Groceries","Hilton HHonors Card","",""
"11/12/2012","Safeway","SAFEWAY  STORE  3472BELLEVUEGROCERY STORE 320123170159483365","30.98","debit","Groceries","Hilton HHonors Card","",""
"11/11/2012","Zipcar","ZIPCAR.INC ZIPCAR   CAMBRIDGEXA200BB62   AUTOMOBILE ASSOC 320123160146694643","4.34","credit","Rental Car & Taxi","Hilton HHonors Card","",""
"11/11/2012","Cheesecake Factory","CHEESECAKE PALO ALTOPALO ALTO06539860110 818-871-3000 320123160146694642","48.00","debit","Restaurants","Hilton HHonors Card","",""
"11/11/2012","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIHJKN2YT6S1H MERCHANDISE 320123160146694641","17.95","debit","Shopping","Hilton HHonors Card","",""
"11/10/2012","Safeway","SAFEWAY  STORE  3472BELLEVUEGROCERY STORE 320123150134184567","52.18","debit","Groceries","Hilton HHonors Card","",""
"11/10/2012","Safeway","SAFEWAY STORE     27Menlo ParkGROCERY STORE 320123150134184568","109.48","debit","Groceries","Hilton HHonors Card","",""
"11/09/2012","Zipcar","ZIPCAR.INC ZIPCAR   CAMBRIDGEQ7C4F7516   AUTOMOBILE ASSOC 320123140120847670","26.01","debit","Rental Car & Taxi","Hilton HHonors Card","",""
"11/09/2012","Safeway","SAFEWAY  STORE  0490BELLEVUEGROCERY STORE 320123140120847669","6.08","debit","Groceries","Hilton HHonors Card","",""
"11/09/2012","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIGCK5Q80T8WK MERCHANDISE 320123140120847671","18.48","debit","Shopping","Hilton HHonors Card","",""
"11/07/2012","Amazon","AMAZON.COM          AMZN.COM/BIF1C626D5QTL MERCHANDISE 320123120095379734","54.99","debit","Shopping","Hilton HHonors Card","",""
"11/07/2012","Amazon","AMAZON.COM          AMZN.COM/BIN3NWMINPWNR MERCHANDISE 320123120095379733","8.63","debit","Shopping","Hilton HHonors Card","",""
"11/07/2012","Amazon","AMAZON SERVICES-KIND866-321-885SC5KY3L2BLI DIGITAL 320123120095379732","63.40","debit","Shopping","Hilton HHonors Card","",""
"11/05/2012","Amazon","AMAZON SERVICES-KIND866-321-885OLJ2RF3NACP DIGITAL 320123100069156499","15.02","debit","Shopping","Hilton HHonors Card","",""
"11/04/2012","Starbucks","STARBUCKS CORP172114STANFORD033361646   800-7827282 320123090056486300","3.15","debit","Coffee Shops","Hilton HHonors Card","",""
"11/04/2012","Zipcar","ZIPCAR.INC ZIPCAR   CAMBRIDGEP7BE1A7AD   AUTOMOBILE ASSOC 320123090056486301","7.60","debit","Rental Car & Taxi","Hilton HHonors Card","",""
"11/04/2012","Amazon","AMAZON.COM          AMZN.COM/BITW5CU5MWVW2 MERCHANDISE 320123090056486302","37.37","debit","Shopping","Hilton HHonors Card","",""
"11/04/2012","Amazon","AMAZON SERVICES-KIND866-321-885L6C5TEVWIZ6 DIGITAL 320123090056486303","11.29","debit","Shopping","Hilton HHonors Card","",""
